ASIN,商品名,商品URL,投稿日,評価,投稿者,プロフィールURL,ベストレビュアーランキング,バリエーション,購入元,参考になった人数,レビューのタイトル,レビュー本文
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2021/11/11,4.0,絹ごし豆腐,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AHOHHLJILTC2GHXFGL3NOU4MVUEA/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,デザイン、価格は好きです、、が、,いろいろな商品を見た上で、この商品を選んだことは、やはり間違ってなかったなーと、実感でしたが、設置する時に、足を広げようとしたら、少し頼りない厚みの鋼材で作られていて、また、開閉も柔らかく、使いこなしていくと、ストッパーが欲しくなるような作りでしたもう少し改良していただきたいなーと思いました、、、、次回も期待しております
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2021/5/31,4.0,Amazon カスタマー,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AHZYHE2SQOBJNJ6SDAHLT5C3CMFQ/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,5,脚が……,
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2021/12/3,4.0,ぷー太郎,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AHQMDIJBZ3U6N2C54MHEB56WPYAQ/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,コスパ良し,これまではトランクカーゴをテーブルに、鹿番長のアルミロールテーブルをサブに使っていましたが、チェアを少し高めなものに替えたのと、お座敷スタイルはしないので適当な高さで少し大きめのテーブルをと思いHighを購入してみました。届いた商品は大体イメージ通りで満足。脚がロックされるのは良いが、少しぐらついているで☆1マイナス。耐久性はこれから使用してですが、このお値段ならコスパは良いと思います。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2021/12/3,4.0,totsu,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AFZGNQSYHXNVAYQHGEATIGPJFWCQ/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,脚は硬いです。,見てくれはいいが、脚は硬いし、要領を得ないと立ち上げが難しいです。苦戦して立ち上げたら、脚の塗装がハゲてしまい、ガッカリ。ま、見えない部分だし、これからもハゲるかもだし交換はせずに使います。おまけの袋は全く使えないので捨てました。そのまま持ち歩いて、合うサイズの袋を適当に探してみます。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2021/12/7,4.0,Amazon カスタマー,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AHUWNC4IMXISMQAWVHHYHAT2K2MA/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,デザイン,ハイタイプを選びましたが、安定性が弱い用な感じがしました。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/5/7,5.0,みかん太郎,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AF4PK3D22BUKDN6FTJTDQVQXEF2A/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,デザインがかっこいい,とてもデザインがかっこいいところを気に入っています！頑丈であるので、気軽に重いものを置ける。また、金属製なので、熱いスキレットを置くことが出来て便利。コスパも非常に良いと思います。これからずっとこのテーブルとBBQやキャンプをして行けると思うと楽しみです。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/5/13,5.0,谷 充,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AENW6DYDDVDDE5255FU755TZWGTQ/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,耐熱性と軽量化。,耐熱性のある鉄製メッシュ素材で出来て居るのに、軽量に作られていて持ち運びが楽だと思います。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2021/11/18,4.0,yokoyoko,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AGBHBECZGB45PNTN2ACDOVVKHIWQ/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,出しっぱなしでもOK,見た目がかわいいので、出しっぱなしでもOKです。補助テーブルとして、キャンプ用としてより、家のソファ横に出せる用に購入。アイロン台感覚で不要なときは畳んで立て掛けとく予定が、出っぱなしです。ただし足の部分の開きを、自分で安定するよう調整しないといけない点がマイナスです。足を出すときの力も結構必要です。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/3/26,3.0,Amazon カスタマー,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AHFXEIHOQWZQRQE5OSONJQ2PRLIQ/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,足の固定を改良されたら良くなる,テーブルの足にアソビがあってしっかりと広げていないと安定性がないかもと思いました。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2021/11/2,4.0,パパ,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AEL3GIJ35TLTTAWRFDJYJGDICKQA/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,カッコいい,デザイン、サイズ共に気に入りました。それなりに重量があるのでオートキャンプ専用ですが、雰囲気を味わうツールとして活躍しそうです。木の部分は、ワックスかオイルで好みの色に着色する予定です。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/4/24,5.0,飲み鉄,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AEKOEN7MYZBG6JHFTJ3NA23J6CXA/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,一人暮らしに良い,一人暮らしのテーブルにはこれくらいで良い。引越しでも邪魔にならない。もちろんキャンプにも使う。脚下に床傷防止のキャップがあれば尚良かった。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2021/11/7,4.0,マサ,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AEN6MRYQHDPTWRPNXRYVW3AG22ZA/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,思ったより。,思っていたより、軽かったです。デザインもカッコ良いと思います。今週末に使う予定なのですが、若干、脚を開く際に緩い感じがしました！恐らく大丈夫とは思いますが、唯一、そこが気になったくらいです。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/5/1,5.0,やま,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AGAHQVXUJMTQUYBESCN5ULVSL3IA/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,オシャレ！雰囲気ヨシ！,メタル感とウッド感の融合が最高にオシャレです。ただ、脚のガタがここまである理由が何かあるのか？知りたいです。完全に脚を広げて置いてしまえば問題は起きないとは思いますが
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2021/10/31,4.0,churinga126,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AECR23DX5WOY63LF2ESG5LL5NTLQ/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,デザインとても良い！,某youtuberが使用していたので購入してみました。デザインは良し、使用感は次のキャンプで使用してから追記します。デザインがカッコいいので、部屋でのラックとしての使用もありと思います。現段階で不満な点は見つかりませんね！
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2021/9/11,4.0,violet.maron,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AEWVLCEUSVCVUEYF72VN64JIL6DA/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,ネジが緩んでた,キャンプ用に購入しました。以前使っていたテーブルは組み立てが面倒だったのでこのテーブルを買うことにしました。○届いてみたら組み立てに関しては、思っていた通りとても楽ちんです。足を広げるだけでOKです。値段も手軽で、もう1台買ってもいいかなと思っています。しかし、商品が届いて開けてみると、木製の部分を留めているネジが片方緩んでガタガタになっていました。幸い、手元にあるプラスドライバーで締め直したら直りましたが、作りが荒い部分もあるようです。○使ってみて2回ほど使用しました。1回目は平らな場所で使ったので特に問題はありませんでした。2回目は川沿いのサイトで使いました。目立つ石などはどかして使いましたが、まあまあ安定していました。思いっきりぶつからないように気をつければ大丈夫だと思います。ただ、収納サイズが天板のサイズなのでバイク移動では厳しいと思います。私は車でキャンプ場に行くのでそこまで苦ではありません。しかも、厚さは天板の厚さなので、かさばりません。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2021/10/19,4.0,ツッカー０１,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AEN4TYQS3HL3Y5NH4OPW34CPZRXA/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,かっこいい！,メッシュ天板に耐久性が不安に感じられますがよっぽど重い物でもない限り問題無いと思います。類似商品と比較しての決め手は木材部の焼き印です、これがかっこ良さを際立たせ、本商品にして良かったとおもいました。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2021/10/24,4.0,ブルちゃん,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AF3QQ45ZRX7YFIVZNLIPFVB6UYHA/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,可愛い＾＾,軽くて良い感じです！
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/4/16,5.0,やまさん,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AF66WTNWUAGYLKTEMO5AUR52CUZA/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,脚,短い足の方を購入しました。短い分足の開きが少なく、乗せてある物をずらそうとした時に足がたたまりそうになってしまい、上で火を使っていたので少し焦りました。カチッと止まると安心です。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2021/10/21,4.0,宮内勝,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AFDJ7SKIPS6RHXHKMEZ2QGI7GCQQ/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,アミアミ,普通のテーブルじゃつまらないから選びました。袋も付いてるし値段相応だと思います。ただただカッコイイと思います
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2021/10/15,4.0,Amazon カスタマー,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AFIZAXI54BMDDVIHYFXACGBNHWQQ/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,デザインは良い,足の部分が緩い
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/4/27,5.0,高橋拓也,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AF23NDY2DZKEOKBKM7F5IQPOIVRA/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,コスパ良し,大きさにデザイン、タフさの割に安い！
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2021/10/11,4.0,菅家,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AFEOKEWUEEWLBGRO2JYWLD3MAOJA/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,デザイン,使用はこれからですが、デザイン気に入りました。安定感もありそうですし、あとは実際に使ってからになりますが満足です
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/4/24,5.0,Amazon カスタマー,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AGH3MNWZN5P4ESZXLWXQCPZITF7Q/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,1,使い勝手がよい。,サイズもよく、使い勝手もよいと思います。収納袋も助かりました。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/1/17,3.0,サトウさん,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AEMO27WPVO5GXKMWJEBHWGN5RP6A/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,耐久性はない,キャンプで10泊以上使用。キャンプを再開する際に試しに購入。個体差はあるらしいが、使った感想を記載しておきます。アイアンの部分はツルッとした感じで木目の部分はしっかりニス塗りされています。初めは足の組み立てにコツがいります。チカラがない方は大変だと思います。木目の色味が気に要らなく、ビスを外して再塗装。その際にビスの長さがバラバラで安いやかしゃーないかと割り切り。因みにフィールドラックも持ってますが同じようにビスの長さがチグハグです。ホームセンターにてビスを付け替えました。因みに木目側を下側に加重をかけたら割れます。笑テーブルとして使うにはアイアン、木目だしまずまずだと思います。ただ、耐荷重は手を付いてぐっとチカラを入れた際、裏側足を支える溶接部分が曲がります。他のアイアンテーブルと比べてないので何とも言えませんが、耐荷重、最初の操作性、アイアン、木目の風合いは好みによりますが、星3とぐらいだと思います。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2021/10/17,3.0,匿名希望さん,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AGRZ4L3GDGXYYZ7LQWLEQIIBQ2QQ/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,4,不良品レベルですか？,
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2021/8/27,4.0,ｍｉｍｉ,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AGXFEBXK46IFTFIZ7BT2JA65UE3Q/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,熱いものでも気にせず使えるのがいい,程よい大きさのアイアンテーブルを探しておりこの商品を買ってみました。両側のウッドが質感を高めておりいいと思います。足は固定できませんが使っていて不安定さは感じませんでした。ただテーブル上は滑りやすいので傾斜地での使用は注意が必要です。シリコンなどのマットなどを用意した方がいいです。ソロならメインテーブルから焚き火のサイドテーブルまで便利に使えそうです。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2021/9/25,4.0,五十嵐　義明,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AH62E3UOOLZPNZ3N6Q3O3TUHDSEA/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,見た目は良いと思う。,全体的に気に入ってます。ただ、少しずらしたいなって時に脚がたたまさってくるので、ストッパーがついていれば尚良いと思いました。気をつけて使えば倒れることもなく問題はありません。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/2/17,3.0,Amazon カスタマー,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AGRDZ5DY25HSBAFJODGQBZO6KCYA/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,デザインはいい！,デザインはいいですが、足の部分が少し緩くロックがないので不安です。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/2/12,3.0,惟人 杉村,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AHLDKLTS2NC6KNJFDGDSNDSOVAJA/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,すでに傷だらけ,物自体は気に入っています。安定性もよく、そんなに重くないので持ち運びも楽です。ただ、商品が届いた時点で木の部分が傷だらけで、扱いが雑だったのかと思うと不満です。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2021/9/2,4.0,Amazon カスタマー,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AGT5S4NCRFRBNVF3MBDYYIP5AWHQ/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,安定感があっておしゃれ,キャンプでクーラーボックスの土台として使用しました。安定感があり、見た目もおしゃれなので、とても気に入っています。屋内で使用する時はそのままだと床が傷ついてしまうので、緩衝材で保護してちょうどいいサイドテーブルとして使ってます。ちょっと残念だったのは、脚の収納部分にバリがあって、開閉の際に脚部分に傷がついたことです。ヤスリで削って今は解消されてますが、製品の状態からスムーズにしていただければありがたいです。買って損はないと思います
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2021/8/31,4.0,とんぬら,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AFPRZ4V3U5EQBPO3YUG2JX6LUEJQ/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,最低限の商品としての質はある,望んでいた部分は満たされているので商品として問題はないけど、少し惜しい部分も。足が緩くパタパタと開いたり閉じたりしてしまう。開いた時と閉じたとき、少し固定できる機構が欲しかった。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/4/13,5.0,鈴木夏実,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AEW5YVSDUBINOPSRTEGKFPUQWZJA/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,耐熱性良かった,本当にスキレットなどの暑いものを置いても溶けたりせずめちゃくちゃ良かったです、強いて言うならもう少しサイズがおっきかったら尚よしだと思った
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2021/9/13,4.0,Amazon カスタマー,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AF3KP7CE4LPHVCBQKQYYEX7UKXWQ/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,しっかりしてます。,ハイを購入したのですが足が心配だったのですが、しっかりしてました。雰囲気もカッコいいので気に入りました。ただ、残念なのはケースの袋が他のものとの共有なのか、デカくて中で泳いでしまってるので星一つ減らしました。商品は良いです。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2021/12/26,3.0,act,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AEBLYWR4IJGOJLR4U2YKVMCX3TXQ/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,脚のストッパーなしが残念,天板のアイアンメッシュは重さはありますがスキレットやフライパンを置くのに重宝するのでとても良いです。一方、木の部分は思ったよりチープな木材なので安っぽさは否めません。その部分だけでも良い木材が使用されていれば一気に所有欲も満たされたのですが…。デザインに関してはこの価格帯で売られているテーブルに多くは求めませんが、致命的なのは脚の構造。ストッパーがないのでぷらぷらしてしまいます。少し風向きが変わってテーブルごと動かしたい時、不安定な地面にテーブルを置く時。毎回脚がずれてしまうのでイライラします。一度上の物をどかしてからテーブルを動かさないといけない手間…。そこだけは少しでもこだわって欲しかったなと思いました。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/1/24,3.0,まも,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AHXI36BE3BLFTH4ADRQ2DC4EUCJA/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,足が不安定,商品はいいと思いますよ。しかし、足が不安定です。位置を動かしたら、あしが不安定で上においていたものが落ちそうでした。もう少しカチッとあしが安定するようにお願いしたいと思います。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2021/8/29,4.0,ジジイ?,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AFJMAZJSZJSXVIEQW6ZWCJDXRH4Q/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,良い買い物しました,安く購入出来、お洒落なテーブルです。大きさ、高さも良いサイズです。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/3/29,5.0,静岡人,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AGGQXSM5GC7LMHTSXSO7WF47HW3Q/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,かっこいい！,とにかくデザインが気に入り購入しました。脚もしっかり安定しています。これからキャンプで使うのが楽しみです。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2021/8/18,4.0,hiromi♪,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AFINQP5H6EIN77JIGEP2W6IY52EQ/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,かっこいい,デザインが、かっこよくて、テンション上がります??足の開閉が、固いが、だんだん柔らかくなるかな重ねて使えるのかな？使えるなら、棚にしたい！
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2021/8/20,4.0,kett,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AHB34G5JWY5NGMG5MOHHLLJA7ZKA/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,デザインがカッコいい！,ロングを購入しましたが、まだ開封後、家の中で立てた感想ですが、足を開けるとき結構な力がいります。あと足は8の字に開けるのですが少し安定感に欠けると感じました。しかし、それを上回るデザインが素晴らしくとてもかっこいいです。刻印されているロゴもいいですね。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/3/2,5.0,神様,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AGZAH3O5CGDI6Y24TZWQ52OPBAEA/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,欲しかったサイズ感,30Lまでのクーラーボックス置き場と小さめのテーブルとしての利用を考えて購入。とりあえずクーラーボックスを乗せてみたが、思ったより安定がある。他のレビューで安定に不安があると書いていたが、全く問題なし。テーブルとしての利用もデザインも気に入っているので良し。直接、火に当てないので耐熱性はわからない。サイズが合えばコスパも優れ、良い商品だと思う。もうひとつ購入するかも。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2021/8/19,4.0,K,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AEU47VTDIEXBXHXGQC3OB4MPHBXA/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,ちょうどいい,特に何が際立っている訳ではないが、丁度いい使い勝手この値段なら文句なし
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/1/15,3.0,liku,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AEDC7MNTKHHHIHM5LLQYB6AEFT3A/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,ガタつく,ガタつくので、1mの板を根本に貼り付けました。こんなもんなのかな。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/3/30,5.0,りょー,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AGHOU4USK3ZIKUVANAFT6VSFQVYA/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,デザインがかっこよくて、家飲みでも使ってます。,熱々のスキレットも乗せることができ、雰囲気が最高~
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/3/21,5.0,だいきくん,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AESR7SYJBJC2HELGRJKT2F5GMGVQ/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,ソロキャンプに使います,ソロキャンプに使うため購入しました。デザイン、安定性、組み立て易さなど全ての点で満足できました。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/11/5,5.0,Amazon カスタマー,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AEURB2CGG5RKOECEVETECMIRPMPA/ref=cm_cr_pr_pdp,,サイズ: TALL,,,まだ使ってないけど…,セールで買いました！いろいろ書かれているような組み立て時の脚の硬さはまったくなく、改善されたのか当たりなのか。2秒で立脚！サイズが思ったより小さかったですが、ちょっとした時に超便利そう。軽くて薄くていいっすね。他の中国メーカーや国内ブランドとも悩みましたが、なんとなく正解かな。とりあえずとっても満足！早く使いたいー！
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/3/20,5.0,ますけん,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AF3374KRXKX36CBJ5N543Y2EGTKA/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,カッコいいです!,黒と木目調なのでオシャレでカッコいいです!薄くフラットになるので収納もいい!
